id,cba_section_id,article_number,article_title,section_number,section_title,question,answer,citation,topic,difficulty,created_at,updated_at
2e912e9f-3d0d-464d-a68c-b91e62e80e6b,5e9f78ca-44f0-4abd-9131-ca3ec68e7d53,Article XXXI,GRIEVANCE AND ARBITRATION PROCEDURE,4,Hearings.,What happens if a hearing date is postponed at the request of one party?,"If a hearing date is postponed at the request of one party, that party bears the postponement fee unless the Grievance Arbitrator finds that the request was for good cause, in which case the fee is shared equally.","Article XXXI, Section 4",general,medium,2025-10-15 06:37:46.212202,2025-10-15 06:37:46.212202
2eeee51f-a52e-4657-930f-26e665434f14,d620c044-8166-4860-9541-549b7b667b0c,Article XLI,NBA G LEAGUE,3,Travel and Relocation Expenses.,Under what condition is a player provided with housing during their NBAGL assignment?,"During any NBAGL Work Assignment or NBAGL Two-Way Service, a player is provided with housing or a housing subsidy in accordance with the NBAGL housing policy, regardless of the duration of the assignment.","Article XLI, Section 3",general,medium,2025-10-15 16:25:39.922563,2025-10-15 16:25:39.922563
2f53bbcc-c75b-4271-9bf4-4a4788f18984,7b397327-cb31-45ac-b35e-3f20d447d54e,Article XXXVI,PLAYER AGENTS,7,Agent Rules Compliance.,What action must the Players Association take if the NBA provides reasonable cause to believe an agent has violated the Agreement?,"The Players Association must review the information supplied by the NBA, determine whether to conduct an investigation, and if misconduct is confirmed, inform the NBA of the investigation results and any discipline imposed.","Article XXXVI, Section 7",general,easy,2025-10-15 06:44:23.37033,2025-10-15 06:44:23.37033
2f64b630-04df-4c62-b120-c3000d4cf86c,b80f4a95-7b4b-4b09-8c56-f43f4c0faed7,Article XXIX,MISCELLANEOUS,Section 11,Release for Fighting.,During which types of games does the release and waiver of claims apply according to Section 11?,"The release and waiver of claims apply during Exhibition, Regular Season, Play-In, and playoff games as stated in Section 11 of Article XXIX.","Article XXIX, Section Section 11",arbitration,easy,2025-10-15 02:46:39.796444,2025-10-15 02:46:39.796444
2f67a3bf-71b5-44d4-a20d-2880755c55ec,d620c044-8166-4860-9541-549b7b667b0c,Article XLI,NBA G LEAGUE,3,Travel and Relocation Expenses.,Define 'NBAGL Two-Way Service' in the context of player reimbursements.,"'NBAGL Two-Way Service' refers to the period a player spends on the Two-Way List, during which the player may be assigned to an NBAGL team. The player's NBA team is obligated to cover specific travel and relocation expenses, as well as housing, during this time.","Article XLI, Section 3",general,easy,2025-10-15 16:25:39.922563,2025-10-15 16:25:39.922563
2f6a32a0-4b92-44e8-b44c-43a489a9ef03,ae53866a-6bec-4103-af78-0330f0194263,Article XXIV,PROHIBITION OF NO-TRADE CONTRACTS,2,Exceptions to General Limitation.,What is a trade bonus in an NBA Player Contract?,"A trade bonus is a provision in a player's contract that entitles the player to earn additional compensation if their contract is traded. It is only payable the first time the contract is traded unless certain conditions apply, such as in connection with an extension agreement to trade.","Article XXIV, Section 2",general,easy,2025-10-15 06:34:03.239611,2025-10-15 06:34:03.239611
2f6deec9-e4dd-4487-b451-7636d983b72e,52f36514-1c4d-4142-8c74-e3a4f51d5db2,Article XXVIII,MEDIA RIGHTS,1,League Rights.,What rights does the NBA have regarding player performances under the agreement?,"The NBA and its related entities have the right to use, exhibit, distribute, or license any player performance in any media format, both current and future, during and after the term of the agreement.","Article XXVIII, Section 1",general,easy,2025-10-15 16:35:13.978288,2025-10-15 16:35:13.978288
2f7b9852-c52b-4e9a-a23f-9c57ded6063f,5ac70b5e-f57d-4362-9e32-00c94d95734b,Article IX,LENGTH OF PLAYER CONTRACTS,1,Maximum Term.,What is the maximum number of seasons a standard Player Contract can cover?,"A standard Player Contract can cover up to four (4) seasons from the date the contract is signed, unless specified otherwise in the agreement.","Article IX, Section 1",general,easy,2025-10-15 06:09:43.391731,2025-10-15 06:09:43.391731
2f7f8d55-4d72-42cd-9fee-347e1fdd957b,081e342c-bf33-4cab-99b7-f79ca7aaa2d8,Article XLI,NBA G LEAGUE .................................................... 550,4,,"If an NBAGL player violates the conduct and discipline policy, what steps are taken according to the CBA?","Upon violation of the conduct and discipline policy, the player may face disciplinary actions that can include fines, suspension, or other penalties as outlined by the league.","Article XLI, Section 4",general,medium,2025-10-15 06:28:21.324165,2025-10-15 06:28:21.324165
2fb8123e-99c8-4ed4-ac2d-49f49850b460,0bdcaa14-64d3-40fa-9df3-8c9d24a15aa5,Article XLI,NBA G LEAGUE,1,NBAGL Work Assignments.,What is an NBAGL Work Assignment?,An NBAGL Work Assignment occurs when an NBA Team assigns a player to its NBAGL team. This involves the player reporting to the NBAGL team and providing services as required by his NBA contract until recalled or the NBAGL Season concludes.,"Article XLI, Section 1",general,easy,2025-10-15 16:25:08.719519,2025-10-15 16:25:08.719519
2fc2f13b-2d49-440d-aec4-261fb17fce84,53bbc819-0fa0-4c29-8e56-12a07ada1e9a,Article VI,PLAYER CONDUCT,7,Unlawful Violence.,How does the CBA define the procedure after a player is convicted of a violent felony?,"Upon conviction of a violent felony, the player shall be immediately suspended by the NBA for a minimum of ten games, according to the CBA.","Article VI, Section 7",general,medium,2025-10-15 06:20:12.175357,2025-10-15 06:20:12.175357
2fc805aa-59f6-43c0-aa91-e41cde9a395d,439918e7-4b73-42b9-adf8-57cd98b1e22f,Article IV,BENEFITS,Section 4,The Post-Career Income Plan.,How is the Team Contribution for each Eligible Player calculated in the Post-Career Income Plan?,"The Team Contribution is calculated by dividing the Additional Benefit Amount by the total number of Eligible Players, resulting in each player's Allocated Share, minus tax withholding for the Non-Qualified Plan.","Article IV, Section 4",benefits,medium,2025-10-15 02:26:15.51492,2025-10-15 02:26:15.51492
2fd291ed-eedb-4753-8a82-7b1d95687ea1,81533b83-4255-48bc-bb10-fb33be2283a3,Article XXXIX,TERM OF AGREEMENT,Section 9,Mutual Right of Termination -- League Entity,What happens if a League-related entity generating $50 million or more in annual revenues is sold and ceases to be a League-related entity?,"The parties shall negotiate in good faith to modify the CBA to ensure fair inclusion of amounts in BRI. If no agreement is reached within 30 days, either party may terminate the CBA with written notice, effective as of the June 30 following or at least 60 days after the notice.","Article Article XXXIX, Section 9",general,medium,2025-10-15 16:08:12.1549,2025-10-15 16:08:12.1549
2fd8c868-b935-4860-97cd-d40cf07a9c0a,bad3894c-1f34-4695-b197-bd8a2afcccd5,Article XXXIII,ANTI-DRUG PROGRAM AND SUBSTANCE ABUSE,2,Administration.,"In a situation where there is a dispute involving the Medical Director's decision, what standard of review will the Grievance Arbitrator apply?",The Grievance Arbitrator will apply an 'arbitrary and capricious' standard of review in disputes involving decisions or recommendations made by the Medical Director.,"Article XXXIII, Section 2",general,hard,2025-10-15 06:40:01.543979,2025-10-15 06:40:01.543979
2fd8ec6a-d540-4e38-8238-8ae6d5b0b4e4,bad9c573-818f-448d-82d6-3ee763e9a495,Article XXXIX,TERM OF AGREEMENT.............................. 542,5,,What is 'Force Majeure' in the context of the NBA's Termination clause?,"'Force Majeure' refers to extraordinary events or circumstances beyond the control of the parties, such as natural disasters or labor strikes, that can justify the termination of the agreement by the NBA.","Article XXXIX, Section 5",general,medium,2025-10-16 01:22:32.21822,2025-10-16 01:22:32.21822
2fdb2bde-51fa-4cfd-bddc-31faf9258179,9acbb355-9d2c-4488-81c9-058ca3fba8cf,Article XX,SCHEDULING,3,Regular Season Games.,Define 'Regular Season' as it applies to the number of games a team can play.,'Regular Season' refers to the period during which each NBA team can play up to 82 officially scheduled games against other NBA teams.,"Article XX, Section 3",general,easy,2025-10-15 06:31:05.992058,2025-10-15 06:31:05.992058
2fe3698c-3c42-4c29-b72f-f84326842dc7,5ac70b5e-f57d-4362-9e32-00c94d95734b,Article IX,LENGTH OF PLAYER CONTRACTS,1,Maximum Term.,Under what condition can a Player Contract be extended to cover up to six (6) Seasons?,An Extension of a Rookie Scale Contract can cover up to but no more than six (6) Seasons from the date the extension is signed.,"Article IX, Section 1",general,medium,2025-10-15 16:12:59.57963,2025-10-15 16:12:59.57963
2fe40984-0e3a-4490-abc5-2532d6bcc569,a6f9eb8b-f966-446d-b2b4-7ca699a788ae,Article XXXII,SYSTEM ARBITRATION,3,471,Define the limitations of the System Arbitrator's jurisdiction in terms of the provisions of the Agreement and Player Contracts.,"The System Arbitrator does not have the jurisdiction or authority to add to, detract from, or alter the provisions of the Agreement or any Player Contract, nor to resolve substantive arbitrability questions unless agreed otherwise by the NBA and the Players Association.","Article XXXII, Section 3",general,hard,2025-10-15 16:38:13.074357,2025-10-15 16:38:13.074357
3001b969-6ee4-4040-8809-4f0341601f8c,7ac67ff7-674a-48f8-8348-225d8c2f56af,Article X,PLAYER ELIGIBILITY AND NBA DRAFT,5,Effect of Contracts with Other Professional Teams.,What is a Required Tender in the context of a player with a non-NBA contract?,A Required Tender is an offer that the drafting team must make to retain exclusive negotiation rights. It must be made by specific deadlines if the player indicates they will be available to sign and play with the team without legal impediments.,"Article X, Section 5",player-movement,easy,2025-10-15 16:19:28.340215,2025-10-15 16:19:28.340215
30110dd2-0ad0-49f4-b33b-9ff977ce54c4,672b5bd1-c8fc-44c0-89fb-e09a5f5f8088,Article XXXVII,PLAYER APPEARANCES AND ADDITIONAL CONTENT,1,Player Activities on Behalf of the NBA.,Describe the 'NBA Player Day' and the considerations for scheduling it.,"An 'NBA Player Day' is a content creation session where a player participates in activities like interviews or brand campaigns for up to two hours. It can be scheduled during the off-season, All-Star Weekend, or any agreed date during the season, considering the player's schedule, as per Article XXXVII, Section 1(b)(i).","Article XXXVII, Section 1",general,medium,2025-10-15 06:44:29.003437,2025-10-15 06:44:29.003437
302d860f-484e-4ca2-8b10-33b7f6850cf7,954c0089-bc32-4e7c-a4f6-38601f92eabf,Article VII,"BASKETBALL RELATED INCOME, SALARY CAP, MINIMUM TEAM SALARY, TAX LEVEL, APRON LEVELS, AND DESIGNATED SHARE ARRANGEMENT",Section 11,"(3) Notwithstanding Sections 4(h)(1) and (2) above, if after a",What are the limitations of a Summer Contract?,"A Summer Contract cannot provide pre-season compensation or protection, except for per diem, lodging, and specific insurance. The contract must be terminated before the Regular Season unless the team has the necessary cap room or exception. (Section 11, Article VII, i(1))","Article VII, Section 11",salary-cap,medium,2025-10-15 02:30:38.625519,2025-10-15 02:30:38.625519
305acd52-63ad-46a1-ac10-50958d2565c2,48d4d90f-6876-4877-8441-0c6205628aa4,Article VII,"BASKETBALL RELATED INCOME, SALARY CAP, MINIMUM TEAM SALARY, TAX LEVEL, APRON LEVELS, AND DESIGNATED SHARE ARRANGEMENT",Section 6,231,"Scenario: If a team is below the salary cap and wants to use multiple exceptions, what rule must they follow?","A team below the salary cap must ensure its team salary, excluding exceptions, is less than the cap by an amount less than the exception to be used. If multiple exceptions are available, the team can choose which one to use, but cannot combine them to exceed limits set by individual exceptions.","Article VII, Section 6",salary-cap,hard,2025-10-15 02:32:11.207975,2025-10-15 02:32:11.207975
305fa44a-24ba-4ce9-83d3-4b9f108625c2,7c0f94b6-f069-47fa-84f8-771d54fd1e0a,Article XXXIII,ANTI-DRUG PROGRAM AND SUBSTANCE ABUSE,5,Reasonable Cause Testing or Hearing.,What happens if a player tests positive for a Drug of Abuse under Section 5?,"If a player tests positive for a Drug of Abuse, except for Benzodiazepine, they are immediately dismissed and disqualified from any association with the NBA or its Teams, as per Section 12(a).","Article XXXIII, Section 5",general,easy,2025-10-15 06:40:26.232147,2025-10-15 06:40:26.232147
3098a568-cc9e-42a6-8966-03140f4edbff,f4e3bded-e503-439e-84b6-af3c344156a9,Article XXXVII,PLAYER APPEARANCES AND ADDITIONAL CONTENT ACTIVITIES/UNIFORM,Section 3,Indemnity.,What entities does the Players Association indemnify according to Section 3 of Article XXXVII?,"The Players Association indemnifies the NBA, each Team, their respective affiliates, owners, directors, governors, officers, employees, and their successors, assigns, and personal representatives against claims related to the Designated Player Contract Provisions.","Article Article XXXVII, Section Section 3",general,easy,2025-10-15 16:09:23.825776,2025-10-15 16:09:23.825776
309a8f9f-4863-4438-92a4-1c161bfd95af,a006a333-7700-428d-b267-25ce2e9f42ef,Article XXXII,SYSTEM ARBITRATION,5,Procedure for System Arbitration.,What is the minimum written notice period required to commence a system arbitration proceeding?,"A proceeding may be commenced upon seventy-two (72) hours’ written notice, although the System Arbitrator can order a shorter notice period if necessary.","Article XXXII, Section 5",general,easy,2025-10-15 16:38:32.758375,2025-10-15 16:38:32.758375
309f6999-aff1-45ce-acfe-320caf18bd27,f67dd31a-74f9-481e-8a3b-f928c6be9bf3,Article XXXVI,PLAYER AGENTS,1,Approval of Player Contracts.,What must a player do if he chooses not to be represented by a certified agent during contract negotiations?,"If a player chooses not to be represented by a certified agent, he must act on his own behalf in negotiating the Player Contract.","Article XXXVI, Section 1",general,medium,2025-10-15 06:43:40.825795,2025-10-15 06:43:40.825795
30b2bd46-966f-4173-a9f1-957a19884d6a,25010c66-ff0e-4e8b-ac06-7cfadb599215,Article II,UNIFORM PLAYER CONTRACT,Section 7,Maximum Annual Salary.,Explain the criteria a 5th Year Eligible Player must meet to receive up to 30% of the Salary Cap.,"A 5th Year Eligible Player must meet at least one of the Higher Max Criteria: being named to an All-NBA team, being named Defensive Player of the Year in the preceding season or two of the last three seasons, or being named NBA MVP in one of the preceding three seasons.","Article II, Section 7",player-contracts,medium,2025-10-15 02:24:49.939991,2025-10-15 02:24:49.939991
30cc453a-aec2-4988-a23c-a19241f3c129,42fa334b-74bf-442b-b045-ee8c5edf3e1f,Article XIX,"UNION SECURITY, DUES, AND CHECK-OFF",2,Check-off.,How long does a team have to forward check-off monies to the Players Association?,A team has fourteen (14) days to forward the check-off monies to the Players Association after each deduction is made from the player's salary.,"Article XIX, Section 2",general,easy,2025-10-15 06:27:05.204613,2025-10-15 06:27:05.204613
30eeb334-da5c-4fdf-9cdb-8e3b65f13cea,08d3bd9a-b94a-4a56-bcec-8b36dafa7ab1,Article XXXVI,PLAYER AGENTS,Main,PLAYER AGENTS,What must an individual obtain to officially represent NBA players under Article XXXVI?,An individual must obtain agent certification to officially represent NBA players under Article XXXVI.,Article XXXVI,player-agents,medium,2025-10-20 17:27:44.933106,2025-10-20 17:27:44.933106
30f52835-30ae-43d1-8ff3-1f1a4bf1fdfc,f8f42691-088d-4288-89f0-9f416533a4e5,Article XXII,PLAYER HEALTH AND WELLNESS,Section 8,Electronic Medical Records.,In what scenario can authorized academic researchers access player health data from the EMR?,"Authorized academic researchers can access de-identified player health data to conduct studies aimed at improving player health and broadening medical knowledge, provided that the Players Association is notified and consents to this access.","Article XXII, Section 8",health-safety,medium,2025-10-15 02:45:32.725808,2025-10-15 02:45:32.725808
31322c5a-afa4-42c8-a981-f1ba7028d21c,bd20a0a7-314b-488f-9b2d-69b990ebc54e,Article XXXIX,TERM OF AGREEMENT,9,Mutual Right of Termination -- League Entity,What happens if the parties cannot agree on CBA modifications within 30 days after a sale or transfer of a League-related entity?,"If the parties are unable to agree on CBA modifications within 30 days, either party may elect to terminate the CBA within the subsequent 30 days, with the termination effective as of the June 30 immediately following or the first June 30 that is at least 60 days after the notice.","Article XXXIX, Section 9",general,medium,2025-10-15 06:43:25.114499,2025-10-15 06:43:25.114499
313239ea-4223-4907-878c-de9aa66a5345,9809d650-6da6-4c74-b48d-1dd9d12d89c0,Article XL,EXPANSION AND CONTRACTION,Section 1,Expansion.,What must the NBA obtain from the Players Association for any changes to team expansion?,"The NBA must obtain approval from the Players Association for any changes related to team expansion, and such approval shall not be unreasonably withheld.","Article XL, Section 1",general,easy,2025-10-15 02:39:46.197282,2025-10-15 02:39:46.197282
31346628-da19-4207-bf27-6a7b4ee03a37,2132a4af-f0a7-4fc7-9a75-4da8700c2cb1,Article XLI,NBA G LEAGUE,Section 2,Reporting Requirements for NBAGL Work,What actions can an NBA team take if a player does not report to the NBAGL or NBA team on time without a reasonable excuse?,"If a player does not report on time without a reasonable excuse, the NBA team can fine and/or suspend the player without pay until he reports. Additionally, this failure to report can be deemed conduct prejudicial to the NBA, subject to the One Penalty rule.","Article XLI, Section Section 2",general,medium,2025-10-15 02:40:08.101584,2025-10-15 02:40:08.101584
31350af1-ae0a-486f-aa29-baeabb6f28e9,3115c2c4-e49d-47f4-bfca-b434a32a64be,Article XXII,PLAYER HEALTH AND WELLNESS,5,Vaccination Education and Recommendations.,How are vaccination recommendations communicated to players under the CBA?,"Vaccination recommendations are communicated to players through educational materials provided in the Rookie Transition Program, Team Awareness Meetings, and via written materials distributed to all players. This ensures all players are informed of the health benefits of vaccinations.","Article XXII, Section 5",health-safety,medium,2025-10-15 06:32:55.340402,2025-10-15 06:32:55.340402
3139d405-5f48-4301-89f4-c69e045b13c1,f67dd31a-74f9-481e-8a3b-f928c6be9bf3,Article XXXVI,PLAYER AGENTS,1,Approval of Player Contracts.,"Define 'duly certified agent' as per Article XXXVI, Section 1.",A 'duly certified agent' is an agent who has been officially certified by the Players Association under their Regulations Governing Player Agents and is authorized to represent the player in contract negotiations.,"Article XXXVI, Section 1",general,easy,2025-10-15 16:42:46.643653,2025-10-15 16:42:46.643653
313d76b7-d240-4008-b5c3-fb87ec3c0353,9572e53c-907c-4504-ad90-cceba07d2078,Article XII,OPTION CLAUSES,1,Team Options.,Define 'Option Year' in the context of an NBA contract.,"An 'Option Year' in an NBA contract refers to a year added to the contract term through a team option, where the terms, except the payment schedule, remain unchanged from the last year of the original contract, and the salary is no less than the previous year's.","Article XII, Section 1",trades,medium,2025-10-15 06:24:52.576289,2025-10-15 06:24:52.576289
3178f4de-9778-44bd-a17a-203e15ad3e11,c5ea2756-a8ed-4be2-a93d-5897ea7c9a0f,Article XIX,"UNION SECURITY, DUES, AND CHECK-OFF",4,No Liability.,"In what scenario would the Players Association's indemnification apply under Article XIX, Section 4?","The indemnification would apply if a player sues the NBA or a team for actions taken based on written authorizations provided under Article XIX, as the Players Association is responsible for protecting the NBA and teams from such claims.","Article XIX, Section 4",general,hard,2025-10-15 06:27:17.406729,2025-10-15 06:27:17.406729
3195ac10-6419-4b37-8ebd-b673b8ddfa2e,9fa029b4-65c4-4102-8fae-6073bd305877,Article X,PLAYER ELIGIBILITY AND NBA DRAFT,Section 1,Player Eligibility.,Define an 'international player' according to the CBA.,"An 'international player' is one who has maintained a permanent residence outside the U.S. for at least three years before the Draft, has never enrolled in a U.S. college, and did not complete high school in the U.S.","Article X, Section 1",player-movement,easy,2025-10-15 02:33:16.500193,2025-10-15 02:33:16.500193
31d2e08d-aaac-4454-80f5-95431e8d4fc3,f8c20d18-c964-4737-8843-586a785c0cde,Article IV,BENEFITS,9,Benefit Exclusion Amount.,How is the 'Two-Way Salary Exclusion Amount' calculated?,"The 'Two-Way Salary Exclusion Amount' is calculated as $5,250,000 multiplied by a fraction, the numerator of which is the Salary Cap for the given year and the denominator is the Salary Cap for the 2023-24 year. It is reduced by 33-1/3% if the PA Third Two-Way Option is exercised.","Article IV, Section 9",general,medium,2025-10-15 06:09:38.516538,2025-10-15 06:09:38.516538
31d48c60-d028-426c-88fa-28ae3a814a2e,8ddd942a-2323-417a-bf86-38e7700c3722,Article XXXVI,PLAYER AGENTS,Section 3,Prohibition on Players as Agents.,What is the primary prohibition placed on players regarding acting as agents?,Players are prohibited from representing other current or prospective NBA players as agents certified under the Players Association’s Regulations Governing Player Agents.,"Article Article XXXVI, Section Section 3",player-agents,easy,2025-10-15 05:43:44.153888,2025-10-15 05:43:44.153888
31e90be0-9a47-4bc6-be6e-a0e638507d2f,64f5e2c2-b258-40f6-bdf5-7961e5796aa9,Article XXXVIII,"INTEGRATION, ENTIRE AGREEMENT,",3,Choice of Law.,Does the Choice of Law clause in the NBA CBA apply to the Uniform Player Contract?,"Yes, the Choice of Law clause applies to the NBA CBA, the Uniform Player Contract, and all other exhibits associated with the agreement.","Article XXXVIII, Section 3",general,medium,2025-10-16 01:24:30.582073,2025-10-16 01:24:30.582073
31f5304e-0589-4286-bc25-13420d4a8077,f3727f3f-6668-47e7-a4b7-e8dd317f8863,Article XXXVI,PLAYER AGENTS,Section 6,Confirmation by the Players Association.,What action can the NBA take if it suspects an agent is not certified or authorized to represent a player?,The NBA can request written confirmation from the Players Association regarding the agent's certification status.,Article XXXVI,player-agents,medium,2025-10-20 17:28:22.529514,2025-10-20 17:28:22.529514
31f5b099-b265-4194-bb42-898662611a2e,45858895-5d2f-4c45-be97-64fd7150ca46,Article XXXVI,PLAYER AGENTS,4,529,Under what conditions must the NBA notify the Players Association of a claim for indemnity?,"The NBA must notify the Players Association in writing of any claim for indemnity immediately, and no later than five days from receipt of the claim, to allow the Players Association the opportunity to assume the defense.","Article XXXVI, Section 4",general,medium,2025-10-15 06:44:01.371995,2025-10-15 06:44:01.371995
31fb87af-064f-458b-ab53-a11d5bfae246,c5a60ff4-550b-4249-bfdf-0f8ce6d36d0d,Article XIV,ANTI-COLLUSION PROVISIONS,Section 16,Discovery.,Under what conditions can the Players Association and the NBA obtain discovery in proceedings under Article XIV?,Both the Players Association and the NBA have the right to obtain discovery in any three proceedings brought under Article XIV during the term of the Agreement. The scope and extent of this discovery are determined by the System Arbitrator.,"Article XIV, Section Section 16",general,medium,2025-10-15 02:38:12.611947,2025-10-15 02:38:12.611947
31fc79cf-5c9a-4c5e-b8e0-8e03f745fedd,c5a60ff4-550b-4249-bfdf-0f8ce6d36d0d,Article XIV,ANTI-COLLUSION PROVISIONS,Section 16,Discovery.,"Define 'expedited discovery' as it relates to Article XIV, Section 16(a).","Expedited discovery refers to a quicker-than-normal process of obtaining necessary documents and taking depositions, as determined reasonable by the System Arbitrator, in actions under Article XIV.","Article XIV, Section 16",general,easy,2025-10-15 02:38:12.611947,2025-10-15 02:38:12.611947
32038466-95e5-4db6-8b95-c51b1f1a71ec,1d485eeb-139e-4812-9234-0a8c4c5b8296,Article XXXIX,TERM OF AGREEMENT.............................. 542,10,,How does 'No Obligation to Terminate' protect both parties in the CBA?,"This provision ensures that neither party is forced to end the agreement prematurely, allowing both parties to rely on the continuity and stability of the agreement unless they choose to mutually terminate it.","Article XXXIX, Section 10",general,medium,2025-10-15 06:41:14.44719,2025-10-15 06:41:14.44719
321a92ab-9bb3-40ae-acb6-70ccf2233d5b,260c4057-d891-4221-8300-cc8ba4d4a358,Article II,UNIFORM PLAYER CONTRACT,Section 8,Promotional Activities.,What are the minimum requirements for a player's promotional appearances per Salary Cap Year?,"A player must make seven individual personal appearances, including at least two for season ticketholder events, and five group appearances for or on behalf of the Team or NBA. Up to two of these twelve appearances can be assigned to NBA Properties.","Article II, Section 8",player-contracts,easy,2025-10-15 02:24:59.191083,2025-10-15 02:24:59.191083
324d5fb1-d74c-4216-a55d-1515a61dd87b,c04353c7-ef9a-413a-85c7-a73885c2e54f,Article XI,FREE AGENCY,3,Withholding Services.,Scenario: A player withholds services 35 days into the last season of his contract. What are the implications?,"If a player withholds services 35 days into the last season of his contract, he is deemed not to have completed his contract. Consequently, he will not be eligible to become a Veteran Free Agent and cannot sign with another professional team unless his last team agrees to allow him to do so.","Article XI, Section 3",free-agency,hard,2025-10-15 06:24:23.851207,2025-10-15 06:24:23.851207
326ab76d-d74a-4e24-801a-8f839af3a83c,d114c514-afde-4098-a0a0-3daf04a197f9,Article X,PLAYER ELIGIBILITY AND NBA DRAFT,6,Application to “Early Entry” Players.,Can an Early Entry player's Non-NBA signing affect the period during which the drafting team holds exclusive negotiation rights?,"No, a Non-NBA signing by an Early Entry player does not shorten the period during which the drafting team retains exclusive negotiation rights with the player.","Article X, Section 6",player-movement,hard,2025-10-15 16:19:36.015925,2025-10-15 16:19:36.015925
32776a84-3e69-48ba-a456-1fd246bf2f70,7621fca5-e941-4c5e-8325-b55c5bf152d3,Article XXXVIII,"INTEGRATION, ENTIRE AGREEMENT, INTERPRETATION, AND CHOICE OF LAW",Section 1,"Integration, Entire Agreement.","Define the term 'entire understanding' as used in the 'Integration, Entire Agreement' section.","The term 'entire understanding' refers to the complete and final agreement between the NBA and the Players Association, encapsulated in the current Agreement and its exhibits, which supersedes all prior discussions and agreements.","Article Article XXXVIII, Section Section 1",general,easy,2025-10-15 16:09:49.304766,2025-10-15 16:09:49.304766
327bd6c9-21c4-4ad7-9f6b-880e7e95b793,6e7c4a69-137d-43b4-8508-403ccc43032e,Article XI,FREE AGENCY,2,No Individually-Negotiated Right of First Refusal.,"What does Article XI, Section 2(a) of the CBA state regarding individually-negotiated Rights of First Refusal?","Article XI, Section 2(a) states that no player contract may include any individually-negotiated Right of First Refusal or other limitations on player movement after the last Salary Cap Year covered by the contract.","Article XI, Section 2",free-agency,easy,2025-10-15 06:24:17.439622,2025-10-15 06:24:17.439622
32807ecf-a600-4eb5-a7b2-9e3ee620b7e6,612bbbd9-4de9-42b6-bfd2-dbded42a5b27,Article X,PLAYER ELIGIBILITY AND NBA DRAFT,7,Assignment of Draft Rights and Effect of Void,How does a Commissioner’s disapproval of a signed contract affect a team's rights to a player?,"If a contract is voided due to a Commissioner's disapproval, the team retains exclusive negotiation rights, provided they make a Required Tender on or before the later of the applicable date in Section 4(a) or 5(b), or three days after the disapproval.","Article X, Section 7",player-movement,hard,2025-10-15 16:19:47.651902,2025-10-15 16:19:47.651902
3293c718-8fc0-48ec-80e3-3a82a8387adf,cf268e7c-3c15-4c2d-8168-43ce132082ea,Article XXIX,MISCELLANEOUS,Section 15,Implementation of Agreement.,"In a scenario where an NBA team fails to comply with the agreement, what initial action should be taken based on Section 15(a)?","The NBA and the Players Association should use their best efforts to ensure compliance, which could involve communicating with the team to correct the non-compliance and reinforcing the importance of adhering to the agreement.","Article XXIX, Section Section 15",arbitration,medium,2025-10-15 02:47:02.801785,2025-10-15 02:47:02.801785
32a682a5-02a7-47e7-817a-111da01e185e,bb00c238-2a10-4e86-9fc5-23660e96fae3,Article VII,"BASKETBALL RELATED INCOME, SALARY CAP, MINIMUM TEAM SALARY, TAX LEVEL, APRON LEVELS, AND DESIGNATED SHARE ARRANGEMENT",Section 3,Determination of Salary.,Define 'Excluded International Player Payment Amount' in the context of the CBA.,The 'Excluded International Player Payment Amount' is a specified sum that NBA teams can pay to non-NBA basketball teams to secure the contractual release of a player without it being counted as part of the player's salary.,"Article VII, Section 3",salary-cap,medium,2025-10-15 02:31:21.272358,2025-10-15 02:31:21.272358
32b0ba71-7e34-465e-9b7b-d8e56863b484,2132a4af-f0a7-4fc7-9a75-4da8700c2cb1,Article XLI,NBA G LEAGUE,Section 2,Reporting Requirements for NBAGL Work,Define 'reasonable excuse' in the context of NBAGL reporting requirements.,"A 'reasonable excuse' is not explicitly defined in the CBA, but generally refers to a legitimate and justifiable reason for a player's failure to report to the assigned team within the specified time frame. Without a reasonable excuse, the player may face penalties.","Article XLI, Section Section 2",general,medium,2025-10-15 02:40:08.101584,2025-10-15 02:40:08.101584
32d6cae8-4c58-49c7-ba8b-84fdd2820679,8b958728-0c4f-4dc8-87e8-b4187bc3af2d,Article VII,"BASKETBALL RELATED INCOME, SALARY CAP, MINIMUM TEAM SALARY, TAX LEVEL, APRON LEVELS, AND DESIGNATED SHARE ARRANGEMENT",Section 9,Miscellaneous.,Do the rules regarding Compensation or Salary apply to Option Years in a Player Contract?,"Yes, except where the Agreement states otherwise, all rules that limit, affect the calculation of, or relate to the Compensation or Salary in a Player Contract also apply to Option Years.","Article VII, Section 9",salary-cap,medium,2025-10-15 02:32:38.505013,2025-10-15 02:32:38.505013
32e30148-3944-44b8-b3f9-ef9f0658bcae,8c6f103a-fd93-4bbb-a7b8-69589681eb3b,Article VI,PLAYER CONDUCT,Section 17,"Joint NBA/NBPA Policy on Domestic Violence, Sexual","If a player is accused of sexual assault, what steps are taken under the Joint NBA/NBPA Policy?","Under the policy, the player would undergo an evaluation to determine appropriate counseling and treatment, and may be subject to disciplinary actions as outlined in the policy.","Article VI, Section 17",conduct,hard,2025-10-15 02:28:34.507309,2025-10-15 02:28:34.507309
